Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
11/11/2022,TACO BELL 039621 039NEW YORK            NY,15.50,"211007      714-642-7747
TACO BELL 039621 0396
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
714-642-7747",TACO BELL 039621 039NEW YORK            NY,18 EAST 14TH ST,"NEW YORK
NY",10003,UNITED STATES,'320223150652072211',Restaurant-Bar & Café
11/11/2022,TST* JACKDAW - 213 2NEW YORK            NY,14.18,"99999992315 2125079333
TST* JACKDAW - 213 2ND AV 300596167
NEW YORK
NY
Description : BARS Price : 0.1418
2125079333",TST* JACKDAW - 213 2NEW YORK            NY,213 2ND AVE,"NEW YORK
NY",10003,UNITED STATES,'320223150652011856',Restaurant-Restaurant
11/11/2022,TST* JACKDAW - 213 2NEW YORK            NY,37.36,"99999992315 2125079333
TST* JACKDAW - 213 2ND AV 300596167
NEW YORK
NY
Description : BARS Price : 0.3736
2125079333",TST* JACKDAW - 213 2NEW YORK            NY,213 2ND AVE,"NEW YORK
NY",10003,UNITED STATES,'320223150652631810',Restaurant-Restaurant
11/11/2022,TST* JACKDAW - 213 2NEW YORK            NY,38.66,"99999992315 2125079333
TST* JACKDAW - 213 2ND AV 300596167
NEW YORK
NY
Description : BARS Price : 0.3866
2125079333",TST* JACKDAW - 213 2NEW YORK            NY,213 2ND AVE,"NEW YORK
NY",10003,UNITED STATES,'320223150652617635',Restaurant-Restaurant
11/11/2022,TST* JACKDAW - 213 2NEW YORK            NY,46.38,"99999992315 2125079333
TST* JACKDAW - 213 2ND AV 300596167
NEW YORK
NY
Description : BARS Price : 0.4638
2125079333",TST* JACKDAW - 213 2NEW YORK            NY,213 2ND AVE,"NEW YORK
NY",10003,UNITED STATES,'320223150652048251',Restaurant-Restaurant
11/10/2022,AplPay CHIPOTLE 1829NEW YORK            NY,11.92,"014702      303-595-4000
AplPay CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",AplPay CHIPOTLE 1829NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320223150657370500',Restaurant-Bar & Café
11/10/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00641061170 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223150657834538',Transportation-Rail Services
11/10/2022,WHOLEFDS BPK #10578 NEW YORK            NY,7.33,"0X8TD4N3YQC 1234567891
WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.0733
1234567891",WHOLEFDS BPK #10578 NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320223150655081131',Merchandise & Supplies-Groceries
11/09/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00640855574 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223140635942152',Transportation-Rail Services
11/09/2022,AplPay WHOLEFDS BPK NEW YORK            NY,11.88,"0RWJPEZUDUL 1234567891
AplPay WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1188
1234567891",AplPay WHOLEFDS BPK NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320223140631613124',Merchandise & Supplies-Groceries
11/08/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00640576369 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223130609702344',Transportation-Rail Services
11/08/2022,AplPay TARGET       NEW YORK            NY,9.57,"001624667   612-3044357
AplPay TARGET        033217 09100033217
NEW YORK
NY
Description : SEE INVOICE Price : 0.0957
612-3044357",AplPay TARGET       NEW YORK            NY,512 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223130616623466',Merchandise & Supplies-Wholesale Stores
11/08/2022,AplPay WHOLEFDS BPK NEW YORK            NY,12.51,"0OIF7UKZJP3 1234567891
AplPay WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1251
1234567891",AplPay WHOLEFDS BPK NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320223130608430376',Merchandise & Supplies-Groceries
11/08/2022,FAIRWAY MARKET OF KINEW YORK            NY,37.03,"811174     177              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
177              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223130616765174',Merchandise & Supplies-Groceries
